No,created_at,id_str,username,Teks Tweet,Label,Label Ahli (Validasi),Catatan / Komentar,Unnamed: 8,Tweet_CaseFolded,Tweet_Cleaned,Tweet_Tokenized,Tweet_Normalized,Tweet_Final,label_encoded,Detail_Nilai_Token,Token_Sequence_Padding
310,2025-02-23 09:10:05,1.89348e+18,_Rai_Gun,@hoteliercrypto Terus gimana sama efisiensi anggaran pendidikan yg dipangkas buat program MBG?,negatif,,,,@hoteliercrypto terus gimana sama efisiensi anggaran pendidikan yg dipangkas buat program mbg?,terus gimana sama efisiensi anggaran pendidikan yg dipangkas buat program mbg,"['terus', 'gimana', 'sama', 'efisiensi', 'anggaran', 'pendidikan', 'yg', 'dipangkas', 'buat', 'program', 'mbg']","['terus', 'bagaimana', 'sama', 'efisiensi', 'anggaran', 'pendidikan', 'yang', 'dipangkas', 'buat', 'program', 'mbak']",terus bagaimana sama efisiensi anggaran pendidikan yang dipangkas buat program mbak,0,"terus: 55, bagaimana: 99, sama: 51, efisiensi: 4, anggaran: 2, pendidikan: 3, yang: 5, dipangkas: 169, buat: 40, program: 47, mbak: 212","[ 55  99  51   4   2   3   5 169  40  47 212   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]"
311,2025-02-19 16:42:03,1.89215e+18,TribunLombokcom,"Pencairan dana PIP tahun 2025 dilakukan dalam tiga termin, dengan rincian sebagai berikut: Termin 1 (Februari  April 2025), simak cara ceknya.
https://t.co/PpQwDPwk76",netral,,,,"pencairan dana pip tahun 2025 dilakukan dalam tiga termin, dengan rincian sebagai berikut: termin 1 (februari  april 2025), simak cara ceknya.
https://t.co/ppqwdpwk76",pencairan dana pip tahun dilakukan dalam tiga termin dengan rincian sebagai berikut termin februari april simak cara ceknya,"['pencairan', 'dana', 'pip', 'tahun', 'dilakukan', 'dalam', 'tiga', 'termin', 'dengan', 'rincian', 'sebagai', 'berikut', 'termin', 'februari', 'april', 'simak', 'cara', 'ceknya']","['pencairan', 'dana', 'pip', 'tahun', 'dilakukan', 'dalam', 'tiga', 'termin', 'dengan', 'rincian', 'sebagai', 'berikut', 'termin', 'februari', 'april', 'simak', 'cara', 'ceknya']",pencairan dana pip tahun dilakukan dalam tiga termin dengan rincian sebagai berikut termin februari april simak cara ceknya,1,"pencairan: 507, dana: 11, pip: 28, tahun: 89, dilakukan: 447, dalam: 131, tiga: 1491, termin: 411, dengan: 26, rincian: 2597, sebagai: 340, berikut: 510, termin: 411, februari: 265, april: 572, simak: 272, cara: 200, ceknya: 2598","[ 507   11   28   89  447  131 1491  411   26 2597  340  510  411  265
  572  272  200 2598    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]"
312,2025-03-18 21:55:53,1.90201e+18,brwnbeear,Langkah berani dari pemerintah untuk mengefisiensikan anggaran pendidikan. Kini dana BOS bisa tersalurkan tanpa ada kebocoran. Mantap!,positif,,,,langkah berani dari pemerintah untuk mengefisiensikan anggaran pendidikan. kini dana bos bisa tersalurkan tanpa ada kebocoran. mantap!,langkah berani dari pemerintah untuk mengefisiensikan anggaran pendidikan kini dana bos bisa tersalurkan tanpa ada kebocoran mantap,"['langkah', 'berani', 'dari', 'pemerintah', 'untuk', 'mengefisiensikan', 'anggaran', 'pendidikan', 'kini', 'dana', 'bos', 'bisa', 'tersalurkan', 'tanpa', 'ada', 'kebocoran', 'mantap']","['langkah', 'berani', 'dari', 'pemerintah', 'untuk', 'mengefisiensikan', 'anggaran', 'pendidikan', 'kini', 'dana', 'bos', 'bisa', 'tersalurkan', 'tanpa', 'ada', 'kebocoran', 'mantap']",langkah berani dari pemerintah untuk mengefisiensikan anggaran pendidikan kini dana bos bisa tersalurkan tanpa ada kebocoran mantap,2,"langkah: 85, berani: 192, dari: 24, pemerintah: 15, untuk: 10, mengefisiensikan: 225, anggaran: 2, pendidikan: 3, kini: 202, dana: 11, bos: 36, bisa: 21, tersalurkan: 226, tanpa: 105, ada: 12, kebocoran: 217, mantap: 211","[ 85 192  24  15  10 225   2   3 202  11  36  21 226 105  12 217 211   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]"
313,2025-03-12 13:55:10,1.89972e+18,riskidwis93,"Efisiensi bukan berarti pemotongan, tapi pengalihan dana ke program yang lebih krusial. Kebijakan ini sangat cerdas dan patut diapresiasi.",positif,,,,"efisiensi bukan berarti pemotongan, tapi pengalihan dana ke program yang lebih krusial. kebijakan ini sangat cerdas dan patut diapresiasi.",efisiensi bukan berarti pemotongan tapi pengalihan dana ke program yang lebih krusial kebijakan ini sangat cerdas dan patut diapresiasi,"['efisiensi', 'bukan', 'berarti', 'pemotongan', 'tapi', 'pengalihan', 'dana', 'ke', 'program', 'yang', 'lebih', 'krusial', 'kebijakan', 'ini', 'sangat', 'cerdas', 'dan', 'patut', 'diapresiasi']","['efisiensi', 'bukan', 'berarti', 'pemotongan', 'tapi', 'pengalihan', 'dana', 'ke', 'program', 'yang', 'lebih', 'krusial', 'kebijakan', 'ini', 'sangat', 'cerdas', 'dan', 'patut', 'diapresiasi']",efisiensi bukan berarti pemotongan tapi pengalihan dana ke program yang lebih krusial kebijakan ini sangat cerdas dan patut diapresiasi,2,"efisiensi: 4, bukan: 49, berarti: 172, pemotongan: 20, tapi: 22, pengalihan: 244, dana: 11, ke: 30, program: 47, yang: 5, lebih: 34, krusial: 203, kebijakan: 23, ini: 7, sangat: 48, cerdas: 235, dan: 8, patut: 236, diapresiasi: 245","[  4  49 172  20  22 244  11  30  47   5  34 203  23   7  48 235   8 236
 245   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]"
314,2025-03-25 13:36:21,1.90442e+18,asahkebijakanid,"Pemotongan anggaran pendidikan, meskipun dalam skala kecil, dapat menimbulkan dampak jangka panjang yang sulit diperbaiki. Mohon libatkan pakar, akademisi, hingga teknokrat sehingga perencanaan dari efisiensi anggaran ini tidak salah sasaran dan memperhatikan aspek pengetahuan.",negatif,,,,"pemotongan anggaran pendidikan, meskipun dalam skala kecil, dapat menimbulkan dampak jangka panjang yang sulit diperbaiki. mohon libatkan pakar, akademisi, hingga teknokrat sehingga perencanaan dari efisiensi anggaran ini tidak salah sasaran dan memperhatikan aspek pengetahuan.",pemotongan anggaran pendidikan meskipun dalam skala kecil dapat menimbulkan dampak jangka panjang yang sulit diperbaiki mohon libatkan pakar akademisi hingga teknokrat sehingga perencanaan dari efisiensi anggaran ini tidak salah sasaran dan memperhatikan aspek pengetahuan,"['pemotongan', 'anggaran', 'pendidikan', 'meskipun', 'dalam', 'skala', 'kecil', 'dapat', 'menimbulkan', 'dampak', 'jangka', 'panjang', 'yang', 'sulit', 'diperbaiki', 'mohon', 'libatkan', 'pakar', 'akademisi', 'hingga', 'teknokrat', 'sehingga', 'perencanaan', 'dari', 'efisiensi', 'anggaran', 'ini', 'tidak', 'salah', 'sasaran', 'dan', 'memperhatikan', 'aspek', 'pengetahuan']","['pemotongan', 'anggaran', 'pendidikan', 'meskipun', 'dalam', 'skala', 'kecil', 'dapat', 'menimbulkan', 'dampak', 'jangka', 'panjang', 'yang', 'sulit', 'diperbaiki', 'mohon', 'libatkan', 'pakar', 'akademisi', 'hingga', 'teknokrat', 'sehingga', 'perencanaan', 'dari', 'efisiensi', 'anggaran', 'ini', 'tidak', 'salah', 'sasaran', 'dan', 'memperhatikan', 'aspek', 'pengetahuan']",pemotongan anggaran pendidikan meskipun dalam skala kecil dapat menimbulkan dampak jangka panjang yang sulit diperbaiki mohon libatkan pakar akademisi hingga teknokrat sehingga perencanaan dari efisiensi anggaran ini tidak salah sasaran dan memperhatikan aspek pengetahuan,0,"pemotongan: 20, anggaran: 2, pendidikan: 3, meskipun: 459, dalam: 131, skala: 2599, kecil: 448, dapat: 65, menimbulkan: 1625, dampak: 94, jangka: 1178, panjang: 958, yang: 5, sulit: 1570, diperbaiki: 2600, mohon: 693, libatkan: 2601, pakar: 1626, akademisi: 959, hingga: 210, teknokrat: 2602, sehingga: 690, perencanaan: 2603, dari: 24, efisiensi: 4, anggaran: 2, ini: 7, tidak: 6, salah: 228, sasaran: 115, dan: 8, memperhatikan: 2604, aspek: 1179, pengetahuan: 1180","[  20    2    3  459  131 2599  448   65 1625   94 1178  958    5 1570
 2600  693 2601 1626  959  210 2602  690 2603   24    4    2    7    6
  228  115    8 2604 1179 1180    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]"
315,2025-03-23 15:57:55,1.90373e+18,carboniya,"Kebijakan efisiensi ini bukti pemerintah peduli. Anggaran difokuskan pada peningkatan kualitas SDM, bukan sekadar proyek fisik.",positif,,,,"kebijakan efisiensi ini bukti pemerintah peduli. anggaran difokuskan pada peningkatan kualitas sdm, bukan sekadar proyek fisik.",kebijakan efisiensi ini bukti pemerintah peduli anggaran difokuskan pada peningkatan kualitas sdm bukan sekadar proyek fisik,"['kebijakan', 'efisiensi', 'ini', 'bukti', 'pemerintah', 'peduli', 'anggaran', 'difokuskan', 'pada', 'peningkatan', 'kualitas', 'sdm', 'bukan', 'sekadar', 'proyek', 'fisik']","['kebijakan', 'efisiensi', 'ini', 'bukti', 'pemerintah', 'peduli', 'anggaran', 'difokuskan', 'pada', 'peningkatan', 'kualitas', 'sdm', 'bukan', 'sekadar', 'proyek', 'fisik']",kebijakan efisiensi ini bukti pemerintah peduli anggaran difokuskan pada peningkatan kualitas sdm bukan sekadar proyek fisik,2,"kebijakan: 23, efisiensi: 4, ini: 7, bukti: 209, pemerintah: 15, peduli: 222, anggaran: 2, difokuskan: 258, pada: 43, peningkatan: 242, kualitas: 73, sdm: 221, bukan: 49, sekadar: 223, proyek: 92, fisik: 259","[ 23   4   7 209  15 222   2 258  43 242  73 221  49 223  92 259   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]"
316,2025-02-13 22:05:34,1.89005e+18,cinnamoless,@jokoanwar pntes pip buat spp ga cair ????,netral,,,,@jokoanwar pntes pip buat spp ga cair ????,pntes pip buat spp ga cair,"['pntes', 'pip', 'buat', 'spp', 'ga', 'cair']","['pntes', 'pip', 'buat', 'spp', 'tidak', 'cair']",pntes pip buat spp tidak cair,1,"pntes: 2605, pip: 28, buat: 40, spp: 575, tidak: 6, cair: 53","[2605   28   40  575    6   53    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]"
317,2025-03-22 18:59:25,1.90342e+18,celleztia,"@hwolkay @stvnsmbrng @Another10_01 @tanyakanrl oalah oke makasih dah jelasin kak, kemarin waktu open campus unpad saya sempet mau ajak diskusi ketua BEM nya terkait demo efisiensi dana pendidikan. Cuma waktu itu kebetulan beliau lagi makan, jadinya ga enak buat ajak ngobrol. Untung kakanya bisa jelasin di sini hehe ??",netral,,,,"@hwolkay @stvnsmbrng @another10_01 @tanyakanrl oalah oke makasih dah jelasin kak, kemarin waktu open campus unpad saya sempet mau ajak diskusi ketua bem nya terkait demo efisiensi dana pendidikan. cuma waktu itu kebetulan beliau lagi makan, jadinya ga enak buat ajak ngobrol. untung kakanya bisa jelasin di sini hehe ??",oalah oke makasih dah jelasin kak kemarin waktu open campus unpad saya sempet mau ajak diskusi ketua bem nya terkait demo efisiensi dana pendidikan cuma waktu itu kebetulan beliau lagi makan jadinya ga enak buat ajak ngobrol untung kakanya bisa jelasin di sini hehe,"['oalah', 'oke', 'makasih', 'dah', 'jelasin', 'kak', 'kemarin', 'waktu', 'open', 'campus', 'unpad', 'saya', 'sempet', 'mau', 'ajak', 'diskusi', 'ketua', 'bem', 'nya', 'terkait', 'demo', 'efisiensi', 'dana', 'pendidikan', 'cuma', 'waktu', 'itu', 'kebetulan', 'beliau', 'lagi', 'makan', 'jadinya', 'ga', 'enak', 'buat', 'ajak', 'ngobrol', 'untung', 'kakanya', 'bisa', 'jelasin', 'di', 'sini', 'hehe']","['oalah', 'oke', 'terima kasih', 'deh', 'jelasin', 'kak', 'kemarin', 'waktu', 'open', 'campus', 'unpad', 'saya', 'sempat', 'mau', 'ajak', 'diskusi', 'ketua', 'bem', 'nya', 'terkait', 'demo', 'efisiensi', 'dana', 'pendidikan', 'cuma', 'waktu', 'itu', 'kebetulan', 'beliau', 'lagi', 'makan', 'jadinya', 'tidak', 'enak', 'buat', 'ajak', 'mengobrol', 'untung', 'kakaknya', 'bisa', 'jelasin', 'di', 'sini', 'hehe']",oalah oke terima kasih deh jelasin kak kemarin waktu open campus unpad saya sempat mau ajak diskusi ketua bem nya terkait demo efisiensi dana pendidikan cuma waktu itu kebetulan beliau lagi makan jadinya tidak enak buat ajak mengobrol untung kakaknya bisa jelasin di sini hehe,1,"oalah: 1627, oke: 743, terima: 148, kasih: 111, deh: 190, jelasin: 796, kak: 230, kemarin: 155, waktu: 347, open: 1181, campus: 2606, unpad: 2607, saya: 44, sempat: 703, mau: 54, ajak: 1182, diskusi: 960, ketua: 417, bem: 427, nya: 74, terkait: 268, demo: 98, efisiensi: 4, dana: 11, pendidikan: 3, cuma: 144, waktu: 347, itu: 17, kebetulan: 2608, beliau: 545, lagi: 50, makan: 87, jadinya: 1105, tidak: 6, enak: 1459, buat: 40, ajak: 1182, mengobrol: 1166, untung: 1076, kakaknya: 1183, bisa: 21, jelasin: 796, di: 9, sini: 319, hehe: 2609","[1627  743  148  111  190  796  230  155  347 1181 2606 2607   44  703
   54 1182  960  417  427   74  268   98    4   11    3  144  347   17
 2608  545   50   87 1105    6 1459   40 1182 1166 1076 1183   21  796
    9  319 2609    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]"
318,2025-02-22 21:34:23,1.89331e+18,Pacitanku,"""Tanpa beasiswa ini, banyak mahasiswa berprestasi yang terancam tidak bisa berkuliah di perguruan tinggi karena keterbatasan ekonomi,jelas Cindy. #pacitan #pacitanku

https://t.co/S4LYhPMLHF",netral,,,,"""tanpa beasiswa ini, banyak mahasiswa berprestasi yang terancam tidak bisa berkuliah di perguruan tinggi karena keterbatasan ekonomi,jelas cindy. #pacitan #pacitanku

https://t.co/s4lyhpmlhf",tanpa beasiswa ini banyak mahasiswa berprestasi yang terancam tidak bisa berkuliah di perguruan tinggi karena keterbatasan ekonomi jelas cindy,"['tanpa', 'beasiswa', 'ini', 'banyak', 'mahasiswa', 'berprestasi', 'yang', 'terancam', 'tidak', 'bisa', 'berkuliah', 'di', 'perguruan', 'tinggi', 'karena', 'keterbatasan', 'ekonomi', 'jelas', 'cindy']","['tanpa', 'beasiswa', 'ini', 'banyak', 'mahasiswa', 'berprestasi', 'yang', 'terancam', 'tidak', 'bisa', 'berkuliah', 'di', 'perguruan', 'tinggi', 'karena', 'keterbatasan', 'ekonomi', 'jelas', 'cindy']",tanpa beasiswa ini banyak mahasiswa berprestasi yang terancam tidak bisa berkuliah di perguruan tinggi karena keterbatasan ekonomi jelas cindy,1,"tanpa: 105, beasiswa: 27, ini: 7, banyak: 62, mahasiswa: 33, berprestasi: 1184, yang: 5, terancam: 250, tidak: 6, bisa: 21, berkuliah: 2610, di: 9, perguruan: 464, tinggi: 136, karena: 42, keterbatasan: 757, ekonomi: 329, jelas: 80, cindy: 2611","[ 105   27    7   62   33 1184    5  250    6   21 2610    9  464  136
   42  757  329   80 2611    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]"
319,2025-02-19 15:15:03,1.89213e+18,Rinipurnamaa9,"mantap kemendikti, efisiensi anggaran fokus ke hal penting. Beasiswa dan KIP kuliah tetap aman. Dukung mahasiswa tetep berprestasi https://t.co/fwb8vRLhze",positif,,,,"mantap kemendikti, efisiensi anggaran fokus ke hal penting. beasiswa dan kip kuliah tetap aman. dukung mahasiswa tetep berprestasi https://t.co/fwb8vrlhze",mantap kemendikti efisiensi anggaran fokus ke hal penting beasiswa dan kip kuliah tetap aman dukung mahasiswa tetep berprestasi,"['mantap', 'kemendikti', 'efisiensi', 'anggaran', 'fokus', 'ke', 'hal', 'penting', 'beasiswa', 'dan', 'kip', 'kuliah', 'tetap', 'aman', 'dukung', 'mahasiswa', 'tetep', 'berprestasi']","['mantap', 'kemendikti', 'efisiensi', 'anggaran', 'fokus', 'ke', 'hal', 'penting', 'beasiswa', 'dan', 'kip', 'kuliah', 'tetap', 'aman', 'dukung', 'mahasiswa', 'tetap', 'berprestasi']",mantap kemendikti efisiensi anggaran fokus ke hal penting beasiswa dan kip kuliah tetap aman dukung mahasiswa tetap berprestasi,2,"mantap: 211, kemendikti: 438, efisiensi: 4, anggaran: 2, fokus: 344, ke: 30, hal: 152, penting: 107, beasiswa: 27, dan: 8, kip: 14, kuliah: 13, tetap: 58, aman: 183, dukung: 493, mahasiswa: 33, tetap: 58, berprestasi: 1184","[ 211  438    4    2  344   30  152  107   27    8   14   13   58  183
  493   33   58 1184    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]"
320,2025-03-27 13:14:48,1.90514e+18,aiiisaja,@hnurwahid Dana BOS Madrasah Aliyah swasta dikurangi ini pak..katanya g ada pemangkasan.,netral,,,,@hnurwahid dana bos madrasah aliyah swasta dikurangi ini pak..katanya g ada pemangkasan.,dana bos madrasah aliyah swasta dikurangi ini pak katanya g ada pemangkasan,"['dana', 'bos', 'madrasah', 'aliyah', 'swasta', 'dikurangi', 'ini', 'pak', 'katanya', 'g', 'ada', 'pemangkasan']","['dana', 'bos', 'madrasah', 'aliyah', 'swasta', 'dikurangi', 'ini', 'pak', 'katanya', 'tidak', 'ada', 'pemangkasan']",dana bos madrasah aliyah swasta dikurangi ini pak katanya tidak ada pemangkasan,1,"dana: 11, bos: 36, madrasah: 279, aliyah: 1185, swasta: 403, dikurangi: 97, ini: 7, pak: 188, katanya: 163, tidak: 6, ada: 12, pemangkasan: 78","[  11   36  279 1185  403   97    7  188  163    6   12   78    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]"
321,2025-02-15 21:40:02,1.89077e+18,ipang87458312,"@Dahnilanzar Hehehe @Kemenag_RI dipotong 12T, dan 10Tnya dipotong untuk pendidikan melalui Ditjen Pendidikan Islam yg berimbas kpd pengurangan anggaran dana BOS. Jadi mau ngorbanin generasi bangsa tuh presiden @prabowo? Colek @aniesbaswedan @ganjarpranowo https://t.co/UqxnXOLD5L",negatif,,,,"@dahnilanzar hehehe @kemenag_ri dipotong 12t, dan 10tnya dipotong untuk pendidikan melalui ditjen pendidikan islam yg berimbas kpd pengurangan anggaran dana bos. jadi mau ngorbanin generasi bangsa tuh presiden @prabowo? colek @aniesbaswedan @ganjarpranowo https://t.co/uqxnxold5l",hehehe dipotong t dan tnya dipotong untuk pendidikan melalui ditjen pendidikan islam yg berimbas kpd pengurangan anggaran dana bos jadi mau ngorbanin generasi bangsa tuh presiden colek,"['hehehe', 'dipotong', 't', 'dan', 'tnya', 'dipotong', 'untuk', 'pendidikan', 'melalui', 'ditjen', 'pendidikan', 'islam', 'yg', 'berimbas', 'kpd', 'pengurangan', 'anggaran', 'dana', 'bos', 'jadi', 'mau', 'ngorbanin', 'generasi', 'bangsa', 'tuh', 'presiden', 'colek']","['hehehe', 'dipotong', 't', 'dan', 'tanya', 'dipotong', 'untuk', 'pendidikan', 'melalui', 'ditjen', 'pendidikan', 'islam', 'yang', 'berimbas', 'kepada', 'pengurangan', 'anggaran', 'dana', 'bos', 'jadi', 'mau', 'mengorbankan', 'generasi', 'bangsa', 'tuh', 'presiden', 'colek']",hehehe dipotong t dan tanya dipotong untuk pendidikan melalui ditjen pendidikan islam yang berimbas kepada pengurangan anggaran dana bos jadi mau mengorbankan generasi bangsa tuh presiden colek,0,"hehehe: 1628, dipotong: 46, t: 196, dan: 8, tanya: 961, dipotong: 46, untuk: 10, pendidikan: 3, melalui: 380, ditjen: 2612, pendidikan: 3, islam: 1629, yang: 5, berimbas: 871, kepada: 339, pengurangan: 699, anggaran: 2, dana: 11, bos: 36, jadi: 19, mau: 54, mengorbankan: 377, generasi: 358, bangsa: 237, tuh: 96, presiden: 130, colek: 2613","[1628   46  196    8  961   46   10    3  380 2612    3 1629    5  871
  339  699    2   11   36   19   54  377  358  237   96  130 2613    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]"
322,2025-03-26 18:52:13,1.90486e+18,helliyans,"Gausah ngomongg risat riset tai kucing, noh kampus gue kena potong anggaran.",negatif,,,,"gausah ngomongg risat riset tai kucing, noh kampus gue kena potong anggaran.",gausah ngomongg risat riset tai kucing noh kampus gue kena potong anggaran,"['gausah', 'ngomongg', 'risat', 'riset', 'tai', 'kucing', 'noh', 'kampus', 'gue', 'kena', 'potong', 'anggaran']","['enggak usah', 'ngomongg', 'risat', 'riset', 'tahi', 'kucing', 'noh', 'kampus', 'gue', 'kena', 'potong', 'anggaran']",enggak usah ngomongg risat riset tahi kucing noh kampus gue kena potong anggaran,0,"enggak: 76, usah: 587, ngomongg: 2614, risat: 2615, riset: 249, tahi: 314, kucing: 2616, noh: 491, kampus: 67, gue: 134, kena: 31, potong: 125, anggaran: 2","[  76  587 2614 2615  249  314 2616  491   67  134   31  125    2    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]"
323,2025-02-19 15:30:47,1.89213e+18,IDNTimes,"Satryo Pastikan UKT Tak Naik, Beasiswa dan KIP Kuliah Tak Dipotong

https://t.co/dCvyRaibP5",negatif,,,,"satryo pastikan ukt tak naik, beasiswa dan kip kuliah tak dipotong

https://t.co/dcvyraibp5",satryo pastikan ukt tak naik beasiswa dan kip kuliah tak dipotong,"['satryo', 'pastikan', 'ukt', 'tak', 'naik', 'beasiswa', 'dan', 'kip', 'kuliah', 'tak', 'dipotong']","['satryo', 'pastikan', 'ukt', 'tidak', 'naik', 'beasiswa', 'dan', 'kip', 'kuliah', 'tidak', 'dipotong']",satryo pastikan ukt tidak naik beasiswa dan kip kuliah tidak dipotong,0,"satryo: 381, pastikan: 205, ukt: 168, tidak: 6, naik: 146, beasiswa: 27, dan: 8, kip: 14, kuliah: 13, tidak: 6, dipotong: 46","[381 205 168   6 146  27   8  14  13   6  46   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0]"
